Timestamp,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
2023-07-06 14:31:36.559,-0.041525554,-0.010539472,0.29881284,0.035748184,0.9605532,-0.2750981,-0.019506155
2023-07-06 14:31:36.569,-0.047915723,-0.004840672,0.29099882,0.07299613,0.9573606,-0.27825898,0.02653548
2023-07-06 14:31:36.575,-0.047915723,-0.004840672,0.29099882,0.07299613,0.9573606,-0.27825898,0.02653548
2023-07-06 14:31:36.581,-0.047915723,-0.004840672,0.29099882,0.07299613,0.9573606,-0.27825898,0.02653548
2023-07-06 14:31:36.624,-0.04806648,-0.004583776,0.29178876,0.07241095,0.95725715,-0.27925074,0.02084284
2023-07-06 14:31:36.720,-0.048324145,-0.004287541,0.2929521,0.07144734,0.957411,-0.27940896,0.013783423
2023-07-06 14:31:36.818,-0.04707655,-0.0048826337,0.29384148,0.06602708,0.9577774,-0.27962807,0.010535769
2023-07-06 14:31:36.915,-0.047060907,-0.005538404,0.2946516,0.06331004,0.9577548,-0.28043565,0.007310627
2023-07-06 14:31:37.013,-0.045648966,-0.0065515637,0.29480153,0.057541035,0.958702,-0.2784043,0.008390547
2023-07-06 14:31:37.111,-0.045024015,-0.0077653527,0.2935472,0.05524612,0.96113163,-0.2703323,0.009711479
2023-07-06 14:31:37.223,-0.04355968,-0.008528888,0.2919038,0.055452783,0.9643416,-0.25861704,0.009357412
2023-07-06 14:31:37.319,-0.04195815,-0.00852555,0.29007792,0.051510822,0.96665436,-0.25036433,0.01560501
2023-07-06 14:31:37.416,-0.043046765,-0.008843303,0.28891832,0.051255453,0.96586585,-0.252813,0.023694692
2023-07-06 14:31:37.514,-0.04179728,-0.005269468,0.28720886,0.04854846,0.9640994,-0.2593954,0.029483536
2023-07-06 14:31:37.612,-0.0421303,0.0039482713,0.27762762,0.04947929,0.9649241,-0.2559579,0.03096344
2023-07-06 14:31:37.723,-0.044275265,0.017270863,0.26712525,0.050009802,0.9643146,-0.25692412,0.039828848
2023-07-06 14:31:37.820,-0.046746418,0.025368154,0.26018572,0.05914765,0.96356696,-0.2578489,0.03942358
2023-07-06 14:31:37.918,-0.04604639,0.03249538,0.25541258,0.060566943,0.96249235,-0.2606133,0.044952948
2023-07-06 14:31:38.015,-0.047205325,0.038365662,0.2518015,0.06719273,0.9607877,-0.2656162,0.042662673
2023-07-06 14:31:38.113,-0.048040833,0.043097556,0.24848372,0.07001786,0.95903814,-0.27107593,0.043141373
2023-07-06 14:31:38.224,-0.049535304,0.045735,0.24602936,0.078566685,0.9566597,-0.27763665,0.03933789
2023-07-06 14:31:38.321,-0.05020626,0.04871285,0.24442494,0.08145047,0.9553624,-0.2815224,0.03732967
2023-07-06 14:31:38.420,-0.048865598,0.048934042,0.24350558,0.07202219,0.956613,-0.27963328,0.038852848
2023-07-06 14:31:38.517,-0.048535276,0.046318352,0.24499696,0.06289364,0.959792,-0.27094883,0.037819974
2023-07-06 14:31:38.614,-0.04721138,0.04147601,0.24867243,0.05176231,0.96369463,-0.25973466,0.03393176
2023-07-06 14:31:38.712,-0.042436454,0.033025086,0.2543253,0.029459901,0.96754885,-0.24843588,0.035507403
2023-07-06 14:31:38.824,-0.037043095,0.024040163,0.25918156,0.0038583647,0.97224486,-0.2308859,0.037639156
2023-07-06 14:31:38.920,-0.037849065,0.017300427,0.25968447,0.0008047469,0.97699666,-0.2118116,0.024751304
2023-07-06 14:31:39.018,-0.037276097,0.01137954,0.26184493,-0.0006779334,0.9806491,-0.19473226,0.02015268
2023-07-06 14:31:39.116,-0.034706593,0.007969677,0.26133937,-0.00090972765,0.98492765,-0.1726495,0.0104249315
2023-07-06 14:31:39.213,-0.03666126,0.005712807,0.2583901,0.008888463,0.9896819,-0.14298137,0.0026644277
2023-07-06 14:31:39.325,-0.04107074,0.004065573,0.25483596,0.03070047,0.99452436,-0.098791406,-0.01479732
2023-07-06 14:31:39.422,-0.04734406,0.005109906,0.24989764,0.056539353,0.9962424,-0.0550467,-0.035694566
2023-07-06 14:31:39.519,-0.05163529,0.005417049,0.24698636,0.07546847,0.995568,-0.022331802,-0.051478676
2023-07-06 14:31:39.617,-0.052361313,0.005649328,0.24689117,0.07719677,0.99547404,-0.00791189,-0.05485758
2023-07-06 14:31:39.714,-0.047621664,-0.001848042,0.24357736,0.06328048,0.99699825,0.008681953,-0.043757245
2023-07-06 14:31:39.811,-0.042829767,-0.011473596,0.23829497,0.05082333,0.99760866,0.029539378,-0.036351375
2023-07-06 14:31:39.923,-0.03859607,-0.01869893,0.2354749,0.036590528,0.99839073,0.036353737,-0.02357071
2023-07-06 14:31:40.021,-0.032098986,-0.025919259,0.2348278,0.025038699,0.9990482,0.033671167,-0.011924427
2023-07-06 14:31:40.118,-0.03398404,-0.031863034,0.23320471,0.030587101,0.998964,0.031885356,-0.0108925495
2023-07-06 14:31:40.215,-0.036668025,-0.033121526,0.23489748,0.039438356,0.99882483,0.025753262,-0.011418817
2023-07-06 14:31:40.312,-0.038520828,-0.03462577,0.23412885,0.049007926,0.99840325,0.02696186,-0.007886314
2023-07-06 14:31:40.411,-0.04393538,-0.034920633,0.23385204,0.0653651,0.99718285,0.032218993,-0.017768418
2023-07-06 14:31:40.521,-0.04679035,-0.031781375,0.23031133,0.075711526,0.9955826,0.05031377,-0.023487404
2023-07-06 14:31:40.619,-0.0487755,-0.02982986,0.22673833,0.08249901,0.9939065,0.067302935,-0.028530953
2023-07-06 14:31:40.716,-0.049492992,-0.03087455,0.22330642,0.08556719,0.99272746,0.07964792,-0.02874961
2023-07-06 14:31:40.814,-0.047162317,-0.03297609,0.22041626,0.0795196,0.99248886,0.08920186,-0.02618017
2023-07-06 14:31:40.912,-0.042739283,-0.035796285,0.2167132,0.06839066,0.99248457,0.09954192,-0.019705994
2023-07-06 14:31:41.023,-0.040710755,-0.039322317,0.21230723,0.062616035,0.9912733,0.11430596,-0.019763986
2023-07-06 14:31:41.120,-0.037401967,-0.04467851,0.20795874,0.056682102,0.9906043,0.12391369,-0.011647507
2023-07-06 14:31:41.218,-0.035539974,-0.047533453,0.20748137,0.05378421,0.9909208,0.12306477,-0.0061789267
2023-07-06 14:31:41.315,-0.039335065,-0.046298563,0.20796664,0.06149412,0.9908528,0.11996278,-0.006183996
2023-07-06 14:31:41.413,-0.039224617,-0.044853866,0.20748349,0.06670703,0.990733,0.11828467,0.0026443005
2023-07-06 14:31:41.525,-0.043197036,-0.042297184,0.20408837,0.07948301,0.9881734,0.1311325,-4.418194E-06
2023-07-06 14:31:41.622,-0.040518217,-0.040398777,0.19863048,0.07700952,0.9858324,0.14879237,0.008044298
2023-07-06 14:31:41.719,-0.03696566,-0.04099065,0.19484808,0.06939924,0.9846836,0.1593472,0.013803726
2023-07-06 14:31:41.817,-0.03704883,-0.04111755,0.19506702,0.06883583,0.9848485,0.15847687,0.014836691
2023-07-06 14:31:41.914,-0.038928885,-0.03926903,0.19704096,0.07308638,0.98542136,0.15293537,0.0146275265
2023-07-06 14:31:42.012,-0.042363297,-0.03436297,0.19946255,0.08372389,0.985567,0.14634265,0.015224164
2023-07-06 14:31:42.123,-0.048025973,-0.026882827,0.20290716,0.09981228,0.9853312,0.13780583,0.013021835
2023-07-06 14:31:42.220,-0.051678143,-0.021113932,0.20438065,0.110719696,0.984375,0.13664067,0.008741237
2023-07-06 14:31:42.318,-0.052999996,-0.01774478,0.20478292,0.11684552,0.98370963,0.13639121,0.0077350168
2023-07-06 14:31:42.416,-0.052489713,-0.017940462,0.20470737,0.116581425,0.9838253,0.1357448,0.008352424
2023-07-06 14:31:42.513,-0.052424677,-0.018230438,0.20468536,0.11564627,0.98398256,0.13531186,0.009740717
2023-07-06 14:31:42.624,-0.052172422,-0.017517447,0.20425577,0.11475233,0.98374885,0.13767712,0.010725885
2023-07-06 14:31:42.722,-0.053063594,-0.016188204,0.20257658,0.11890146,0.9822948,0.1442519,0.012275143
2023-07-06 14:31:42.819,-0.055670783,-0.013318419,0.20123746,0.12781395,0.97991884,0.15288405,0.007015389
2023-07-06 14:31:42.917,-0.057941772,-0.011068046,0.2009594,0.1355161,0.97857904,0.15485139,0.0062918817
2023-07-06 14:31:43.014,-0.058707073,-0.010468304,0.20085235,0.13976178,0.9779675,0.15490408,0.007130402
2023-07-06 14:31:43.112,-0.060604766,-0.009369135,0.20058045,0.14536342,0.976738,0.15762077,0.0028280688
2023-07-06 14:31:43.223,-0.060979195,-0.009516656,0.19994086,0.14768425,0.9760066,0.15998751,0.0021079518
2023-07-06 14:31:43.320,-0.061027512,-0.009902954,0.1990023,0.14773275,0.97550154,0.16299446,0.0021207703
2023-07-06 14:31:43.418,-0.060432546,-0.010643542,0.19816795,0.14560547,0.97532237,0.16595943,0.0016357934
2023-07-06 14:31:43.515,-0.059314013,-0.011965215,0.19746025,0.14245197,0.975563,0.1672536,0.003238398
2023-07-06 14:31:43.613,-0.058873236,-0.012517571,0.19684234,0.14104061,0.9754696,0.16897681,0.0036668703
2023-07-06 14:31:43.724,-0.058519512,-0.013322532,0.19610983,0.13928756,0.9753252,0.17126504,0.0028281175
2023-07-06 14:31:43.822,-0.058217898,-0.014620841,0.19594806,0.13815612,0.9755552,0.17087105,0.0028423183
2023-07-06 14:31:43.919,-0.058381654,-0.015354514,0.19618264,0.13874395,0.9758235,0.16881432,0.0044942084
2023-07-06 14:31:44.017,-0.059526145,-0.01568216,0.1971389,0.14103064,0.9761903,0.16475378,0.004343256
2023-07-06 14:31:44.114,-0.059167966,-0.01627022,0.19708115,0.14036804,0.9765968,0.16283526,0.0063493503
2023-07-06 14:31:44.211,-0.057189092,-0.017074406,0.19651048,0.13612662,0.97720385,0.16259064,0.01031801
2023-07-06 14:31:44.322,-0.056754343,-0.020313203,0.19612508,0.13266872,0.97719556,0.16571854,0.0050110104
2023-07-06 14:31:44.420,-0.053316742,-0.025602162,0.19434898,0.122448325,0.978246,0.16705704,0.011538576
2023-07-06 14:31:44.517,-0.04976149,-0.029940188,0.19289067,0.11152111,0.97921264,0.16873194,0.015335465
2023-07-06 14:31:44.615,-0.04720579,-0.03479749,0.19195421,0.10401123,0.97991765,0.16925804,0.01716681
2023-07-06 14:31:44.713,-0.04559648,-0.041473985,0.18955982,0.09799005,0.9804475,0.16962777,0.018629171
2023-07-06 14:31:44.824,-0.041710384,-0.048645675,0.19001292,0.089028485,0.9818894,0.16589363,0.021129783
2023-07-06 14:31:44.921,-0.039900098,-0.0536173,0.1910346,0.08376071,0.98301935,0.1613708,0.024826914
2023-07-06 14:31:45.019,-0.038104344,-0.055111468,0.19013096,0.079158306,0.9832996,0.16157241,0.02738873
